YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION
2014,8,26,0.2,32,23.4,82,1,180
2014,8,27,17,33,23.1,80,1,180
2014,8,28,0,32,25,77,1,180
2014,8,29,-1,33.3,24.2,76,1,180
2014,8,30,34.3,33.4,23.7,80,2,180
2014,8,31,9.9,31.6,24.1,85,1,180
2014,9,1,-1,30.6,23.9,84,1,360
2014,9,2,20.2,32.3,24.1,84,2,180
2014,9,3,0,32.8,25.8,77,1,180
2014,9,4,0.4,31,24.5,83,1,180
2014,9,5,-1,32.6,24.3,81,2,180
2014,9,6,11.8,32,24.3,77,2,180
2014,9,7,2.6,30.7,25.1,86,1,180
2014,9,8,7,30.3,25.2,84,1,180
2014,9,9,0,33,24.1,76,1,180
2014,9,10,2.8,32.3,24.8,78,2,180
2014,9,11,9,33,24.5,80,2,180
2014,9,12,5,31.9,24.8,86,1,90
2014,9,13,7.2,32,25.6,82,2,180
2014,9,14,1,31.3,24.7,81,2,180
2014,9,15,0,31.8,25,80,2,180
2014,9,16,33.6,32.9,24.4,83,2,180
2014,9,17,1.1,28,24.4,90,1,360
2014,9,18,0,33.1,24.8,79,2,180
2014,9,19,0,32.4,25,81,2,180
2014,9,20,0,32,25.1,79,2,180
2014,9,21,0.2,33.6,23.6,79,1,180
2014,9,22,31,32.7,23.1,82,2,360
2014,9,23,-1,32.2,24.7,80,2,180
2014,9,24,1.8,32.6,25.1,83,2,180
2014,9,25,0.1,31.7,25.1,81,1,40
2014,9,26,37.6,32.7,24.6,84,1,360
2014,9,27,1.6,32.6,25.5,84,2,40
2014,9,28,0.2,31.3,24.8,85,1,90
2014,9,29,1,33,25.7,77,1,180
2014,9,30,0,33.3,25.4,79,2,180
2014,10,1,0,34,25,76,1,180
2014,10,2,0.6,33.3,25.2,79,1,180
2014,10,3,0.1,31.6,26,83,1,40
2014,10,4,0,34.2,25.6,78,1,90
2014,10,5,0,35,26,75,2,180
2014,10,6,0.2,33.3,26,79,1,40
2014,10,7,11.8,33.6,26,77,1,180
2014,10,8,-1,32.8,26.2,78,1,180
2014,10,9,0,31.9,27,74,3,180
2014,10,10,0,33.3,27.2,75,3,180
2014,10,11,0.2,31.8,26,78,2,180
2014,10,12,0,32.5,26.1,77,2,180
2014,10,13,0,33.7,25.1,78,2,180
2014,10,14,-1,32.3,24.7,80,2,90
2014,10,15,27.7,33.7,24,78,2,180
2014,10,16,6.4,32.8,25,81,2,220
2014,10,17,7.8,33,26.2,82,2,180
2014,10,18,0.6,31.4,25.8,85,2,180
2014,10,19,4,31.8,25,80,2,180
2014,10,20,0.8,33.5,25,79,2,180
2014,10,21,0,32.8,25.2,79,1,180
2014,10,22,31.6,33.1,24.2,83,2,180
2014,10,23,37.8,33,23.7,84,2,70
2014,10,24,61.4,33.3,24.7,84,2,40
2014,10,25,0.1,33.5,25.3,81,1,90
2014,10,26,13.2,32.2,24.2,84,2,270
2014,10,27,11.6,33,24.6,83,2,360
2014,10,28,-1,32.8,25,80,2,70
2014,10,29,80.6,32.5,24.3,83,2,70
2014,10,30,0,31,24.8,84,2,360
2014,10,31,42.4,32.3,24,83,2,180
2014,11,1,0,33,26,82,1,180
2014,11,2,10.7,32,25.8,85,1,180
2014,11,3,2.2,32.8,25.4,84,1,180
2014,11,4,0,31.8,24.8,85,2,70
2014,11,5,32,31.9,25,82,2,360
2014,11,6,15.8,32,23.7,84,2,360
2014,11,7,8.6,32.3,25.1,81,2,360
2014,11,8,2,33.2,25.2,77,2,360
2014,11,9,27,33.2,24.8,77,2,40
2014,11,10,0,33.3,25,76,2,70
2014,11,11,0,33.6,25,74,2,360
2014,11,12,0,33.8,24.7,73,1,180
2014,11,13,0,33.9,25,74,2,360
2014,11,14,2.4,33.8,25.5,76,1,40
2014,11,15,0.4,32.8,25.1,82,2,180
2014,11,16,0.2,29,23.9,89,1,360
2014,11,17,0,33.4,25.4,76,2,70
2014,11,18,0,34,25.8,78,2,40
2014,11,19,1.6,33,24.8,85,1,360
2014,11,20,0,33.7,24.6,79,2,180
2014,11,21,4.6,34,24.5,77,2,180
2014,11,22,0,33.9,25.8,78,2,360
2014,11,23,-1,33.6,25.4,78,1,20
2014,11,24,-1,33.7,25.2,77,2,70
2014,11,25,4.8,33.3,25.3,81,2,360
2014,11,26,52.5,31.5,24.8,86,1,360
2014,11,27,1.2,31.4,24.3,89,2,180
2014,11,28,12.8,31.3,24.3,87,2,360
2014,11,29,1.1,29.3,24.9,88,1,360
2014,11,30,0,29,23.9,88,1,360
2014,12,1,0,32,24.2,82,1,360
2014,12,2,0,33.2,25,75,3,360
2014,12,3,0,30,24,80,3,360
2014,12,4,0,32.4,24.7,80,2,40
2014,12,5,0,32.9,24.2,80,1,180
2014,12,6,0,33.2,23.7,79,1,180
2014,12,7,0,32.1,22.9,76,1,180
2014,12,8,0,34.2,24.3,76,2,180
2014,12,9,36.4,34.3,24.3,75,2,70
2014,12,10,8.6,33.8,24.8,80,2,360
2014,12,11,1.2,33.3,25.1,79,2,360
2014,12,12,0,33,24.7,76,2,360
2014,12,13,0,34,25,76,2,360
2014,12,14,0,32.9,25.2,77,2,180
2014,12,15,-1,32.8,25.3,75,2,360
2014,12,16,1.6,30.8,24.4,87,3,360
2014,12,17,7.4,30.7,25,86,2,360
2014,12,18,15,29,24.8,86,3,360
2014,12,19,1.8,29.4,24.8,88,2,360
2014,12,20,0,33,25.2,82,2,360
2014,12,21,0,33,25.8,77,2,360
2014,12,22,4,32.8,25.3,82,2,360
2014,12,23,1.4,33.4,26.1,87,2,360
2014,12,24,2.2,32.4,24.6,82,2,360
2014,12,25,17.2,31.6,24,84,2,360
2014,12,26,0.4,32,25,83,3,360
2014,12,27,6.8,30,24.9,91,2,360
2014,12,28,16.8,26,24.6,96,1,40
2014,12,29,0,32,24.6,87,1,140
2014,12,30,0,31.8,25.2,83,1,360
2014,12,31,1.8,33,25.4,82,2,360
2015,1,1,3.8,30.1,24.7,88,2,360
2015,1,2,0.4,28.9,23.7,88,2,360
2015,1,3,0,32.2,24,78,2,360
2015,1,4,3.2,33,24.8,79,2,360
2015,1,5,3.4,30.3,23.8,87,2,360
2015,1,6,22,32.8,24.4,81,3,360
2015,1,7,7.8,29.6,24.2,88,3,360
2015,1,8,0,31.5,23.9,83,3,360
2015,1,9,10,28,23.2,93,3,360
2015,1,10,0,30.3,22.8,77,3,360
2015,1,11,0,29.7,24,78,3,360
2015,1,12,0,31.5,24,83,4,360
2015,1,13,-1,31.4,24.5,81,2,360
2015,1,14,0,30.7,24.6,81,3,360
2015,1,15,0,32,23,74,3,360
2015,1,16,0,32,23.6,75,2,360
2015,1,17,0,31.6,24,81,1,180
2015,1,18,-1,34,26,78,2,180
2015,1,19,16.6,32.4,24.5,83,2,180
2015,1,20,-1,33,25.3,78,2,360
2015,1,21,89.4,33,24.8,80,2,40
2015,1,22,4,31.6,24.8,85,2,180
2015,1,23,0,33,24.6,79,2,360
2015,1,24,0.2,32.4,23.8,78,3,360
2015,1,25,0,32.8,24.5,76,3,360
2015,1,26,0,30.8,24.2,84,3,360
2015,1,27,0,30,24.4,82,2,360
2015,1,28,0,32.2,25,77,3,360
2015,1,29,26.2,32.1,24.7,79,2,360
2015,1,30,18.7,25,23,93,1,360
2015,1,31,0,31,22.4,77,3,360
2015,2,1,0,32,23.7,76,2,360
2015,2,2,6.2,29.3,23.3,85,3,360
2015,2,3,0,30.3,23.4,78,3,360
2015,2,4,0,32.1,24.7,72,3,360
2015,2,5,0,30.9,23.8,72,3,20
2015,2,6,0,32.6,23.8,71,3,360
2015,2,7,1.4,33,23.4,75,3,360
2015,2,8,0,32.2,24.3,74,2,360
2015,2,9,3,32.1,24,74,2,360
2015,2,10,0,33.4,24.8,72,2,20
2015,2,11,3,33.6,25.1,76,3,210
2015,2,12,1.6,32,24.6,79,2,180
2015,2,13,10.2,31.5,24.4,81,2,180
2015,2,14,10.2,31.8,23.6,88,2,360
2015,2,15,0,32,23.3,75,2,360
2015,2,16,0,30.7,23.2,73,3,360
2015,2,17,0,32.7,22.9,69,3,360
2015,2,18,0,31.8,24,74,3,360
2015,2,19,-1,30.9,23.8,77,2,360
2015,2,20,-1,32.1,24,74,3,360
2015,2,21,0.8,32.6,23.4,72,3,360
2015,2,22,0,32.3,23.6,69,3,360
2015,2,23,0,31.1,24.8,74,3,360
2015,2,24,0,31.8,25,76,2,360
2015,2,25,0,30.7,24.8,77,2,360
2015,2,26,0,32.8,24,73,2,360
2015,2,27,0,32.5,24.7,72,3,360
2015,2,28,0,34,25.4,73,3,360
2015,3,1,-1,33.1,23.5,71,3,360
2015,3,2,16.4,32,23.3,80,3,360
2015,3,3,0,32.4,24,78,2,360
2015,3,4,0,33.9,23.8,68,3,360
2015,3,5,0,31.8,25,73,3,360
2015,3,6,0,32.2,24,75,2,360
2015,3,7,0,33.8,24,65,3,360
2015,3,8,0,33,24.5,75,3,360
2015,3,9,0,31.4,25.2,74,4,360
2015,3,10,0,33.2,22,63,4,360
2015,3,11,0,33.9,23.8,65,3,360
2015,3,12,0,34,23.8,67,2,360
2015,3,13,0,31.9,24.7,71,3,360
2015,3,14,0,33.2,24.3,66,3,360
2015,3,15,0,34.2,23.7,65,3,360
2015,3,16,0.4,33.6,23.7,69,3,360
2015,3,17,0,33.7,23.6,69,3,20
2015,3,18,0,34,26,68,3,180
2015,3,19,0,33.6,25.3,75,2,180
2015,3,20,0,32.6,25.1,77,3,180
2015,3,21,-1,33,25.7,77,3,180
2015,3,22,0,34,23.9,71,2,70
2015,3,23,0,35.3,26.2,68,3,40
2015,3,24,0.4,29.8,24.4,75,4,360
2015,3,25,1.2,31.2,23.4,78,2,360
2015,3,26,0.2,33,24.6,75,3,360
2015,3,27,0.2,32.5,25.4,72,3,360
2015,3,28,-1,31,24,75,3,360
2015,3,29,0.2,32,24.9,82,2,360
2015,3,30,-1,34.2,24.4,75,3,360
2015,3,31,0,33.6,23.4,73,2,360
2015,4,1,0,35,24,68,3,360
2015,4,2,0,34.8,26.6,69,3,180
2015,4,3,0,34,27.3,76,3,180
2015,4,4,0,33.2,26.2,76,3,180
2015,4,5,0,34.6,24.7,74,3,180
2015,4,6,0,34.7,25.4,73,3,360
2015,4,7,0,34.7,24.2,67,3,360
2015,4,8,21.4,34.9,25,68,3,360
2015,4,9,0,34.4,25.7,69,2,360
2015,4,10,-1,34.4,25.9,68,3,360
2015,4,11,0,35.3,25,63,3,360
2015,4,12,0,34,25.7,71,3,360
2015,4,13,1,35,25.2,74,2,40
2015,4,14,0.2,34.2,25,76,2,180
2015,4,15,0,35.3,25.2,70,3,360
2015,4,16,8.4,33.1,24.5,75,3,360
2015,4,17,3.4,27,23.8,90,2,360
2015,4,18,29.6,34,25.2,80,2,360
2015,4,19,0,32.4,25,81,2,180
2015,4,20,0,34.4,25.6,71,2,180
2015,4,21,-1,35,25,70,3,360
2015,4,22,5.8,33.1,25,80,2,360
2015,4,23,0,34.1,24.4,69,2,360
2015,4,24,0,34.9,25.9,69,2,360
2015,4,25,0,35.2,25.3,71,2,360
2015,4,26,4.2,34.6,25.6,73,2,360
2015,4,27,47.8,34.7,24.2,72,3,180
2015,4,28,2.2,34.6,25,76,2,180
2015,4,29,0,33.7,26.2,76,1,40
2015,4,30,1.4,35.1,25.4,75,2,20
2015,5,1,-1,33.3,26,83,2,180
2015,5,2,58.6,34,24.8,79,1,180
2015,5,3,-1,33.4,26.3,82,1,360
2015,5,4,0.6,33.1,25.1,81,2,40
2015,5,5,11.8,34.9,26,76,3,40
2015,5,6,0,32.6,25.2,79,2,180
2015,5,7,15.4,33,26.8,77,2,180
2015,5,8,1.8,32.1,26.6,81,2,180
2015,5,9,0,34,26.6,77,2,180
2015,5,10,-1,33.3,24.8,78,2,180
2015,5,11,1.2,33.3,26.1,78,2,180
2015,5,12,-1,35,25.8,76,2,40
2015,5,13,-1,35.4,25.8,68,2,360
2015,5,14,0,35,25.4,71,2,40
2015,5,15,21,34.7,24.6,72,2,20
2015,5,16,31.8,33.4,25.1,78,2,180
2015,5,17,-1,29.8,26.2,89,1,180
2015,5,18,7.6,32.8,26.1,82,2,180
2015,5,19,2.6,32.8,26,87,1,320
2015,5,20,0,32.7,25.8,80,2,180
2015,5,21,0,33.2,26.2,80,2,180
2015,5,22,0.5,33.3,26.9,78,2,180
2015,5,23,0,34.1,26.1,75,2,180
2015,5,24,3,33.6,26.5,77,2,180
2015,5,25,0.4,32.6,25.8,81,2,180
2015,5,26,8,34,26.2,75,2,180
2015,5,27,0,33.8,26.4,76,2,180
2015,5,28,0.4,35,27.4,72,2,180
2015,5,29,-1,32.8,25,80,1,180
2015,5,30,0,33.1,25.8,76,2,180
2015,5,31,0,33.4,25.7,76,1,180
2015,6,1,10,33,24.7,85,1,40
2015,6,2,-1,33.6,25.7,80,2,360
2015,6,3,113.2,33.7,24.2,82,1,180
2015,6,4,0,33,26,81,1,180
2015,6,5,1,33,26.5,82,2,180
2015,6,6,0,33,25.3,78,2,180
2015,6,7,0,33.4,26.7,78,2,180
2015,6,8,21.4,34.4,24.5,76,2,180
2015,6,9,1.8,33.1,25.8,84,1,180
2015,6,10,3.8,33.3,25,82,1,60
2015,6,11,3.1,33.5,24.6,79,1,360
2015,6,12,0,33.6,26.4,78,1,180
2015,6,13,3.2,34,25,79,2,40
2015,6,14,3.4,33.1,25.1,81,1,180
2015,6,15,0,33,25.7,81,2,180
2015,6,16,1.2,33.7,24.2,81,2,180
2015,6,17,2.4,33.4,25.5,81,1,60
2015,6,18,-1,29.4,25.7,89,1,40
2015,6,19,0.1,31.9,26.1,85,1,180
2015,6,20,-1,32.3,25.3,81,1,180
2015,6,21,1.2,33,25.3,81,1,40
2015,6,22,1,29.7,25.6,87,1,40
2015,6,23,0.5,31.9,25.8,79,2,320
2015,6,24,8.3,27,24.8,92,1,320
2015,6,25,15.9,29.2,24,88,1,320
2015,6,26,3.6,30,24.8,89,1,320
2015,6,27,29.1,33,23.6,85,1,320
2015,6,28,0,32,24.7,85,1,320
2015,6,29,-1,31,24,86,2,320
2015,6,30,0,33,24.2,80,1,180
2015,7,1,1,31.8,25.4,83,1,360
2015,7,2,3,31.7,24.9,83,2,180
2015,7,3,1,31.4,26.4,80,2,180
2015,7,4,-1,32,26.8,80,3,180
2015,7,5,0,32.1,26.6,81,2,180
2015,7,6,0,32.8,26.6,78,3,180
2015,7,7,0,32.2,26.8,83,2,180
2015,7,8,-1,31.2,26.8,81,3,180
2015,7,9,-1,31.6,27.2,83,3,180
2015,7,10,-1,31.1,26.7,83,2,180
2015,7,11,0,31.3,26,83,2,180
2015,7,12,0,31.8,26.8,79,3,180
2015,7,13,0.8,31.8,26,79,3,180
2015,7,14,0,33,26.2,76,2,180
2015,7,15,0,34,26.4,74,3,180
2015,7,16,-1,32.2,26.8,77,2,180
2015,7,17,0,32.1,25.7,77,2,180
2015,7,18,0,33,25.2,76,2,180
2015,7,19,0,33.6,25.8,73,2,180
2015,7,20,-1,32.5,25.8,79,2,180
2015,7,21,2.8,32.7,23.6,77,2,180
2015,7,22,0.4,32.8,23.7,79,2,180
2015,7,23,1.8,33.2,25,79,2,180
2015,7,24,48.1,32.5,23,82,1,360
2015,7,25,1.8,32.6,24,78,2,180
2015,7,26,51,32,23,84,1,360
2015,7,27,0,31.6,23.9,82,2,180
2015,7,28,6.6,33.2,23.8,79,2,180
2015,7,29,8.8,33,23.8,82,1,40
2015,7,30,19.8,33.4,24,80,2,180
2015,7,31,3,31.9,24,87,2,180
2015,8,1,1,32.4,24.9,83,1,360
2015,8,2,0.2,31.9,24.8,84,1,180
2015,8,3,7.8,31.8,25.2,86,1,180
2015,8,4,6.2,30.4,24.7,89,1,180
2015,8,5,1.2,30,25.8,86,2,180
2015,8,6,1.4,30.8,23,81,3,180
2015,8,7,-1,30.9,26.6,78,4,180
2015,8,8,0,31,26,77,3,180
2015,8,9,0,31,25.9,78,3,180
2015,8,10,-1,31.5,25.6,81,3,180
2015,8,11,0,32.6,26.6,78,2,180
2015,8,12,0.2,32.2,26.4,84,2,180
2015,8,13,1,32.8,24,80,2,180
2015,8,14,0.8,33.7,25.7,76,1,180
2015,8,15,0.2,33.3,24.5,80,2,180
2015,8,16,8.9,31.6,24.1,86,2,180
2015,8,17,12.6,32.8,24.2,83,2,180
2015,8,18,4.4,33.2,25.2,83,1,180
2015,8,19,-1,31.4,25,80,2,180
2015,8,20,0,32.7,26.4,77,3,180
2015,8,21,0,32.6,26.7,81,2,180
2015,8,22,-1,32,24.7,79,3,180
2015,8,23,0,32.3,24.8,77,3,180
2015,8,24,0,32,25.4,81,3,180
2015,8,25,0,32,24.3,80,2,180
2015,8,26,-1,32.4,25,77,2,180
2015,8,27,-1,34.1,25,73,2,40
2015,8,28,0,33.6,25.3,79,2,180
2015,8,29,0,34,26.1,75,2,180
2015,8,30,0,33.7,27,74,2,180
2015,8,31,-1,32.7,25.1,81,1,360
2015,9,1,0,34.5,25,75,2,180
2015,9,2,0.4,33.8,27,78,2,180
2015,9,3,15.8,33.6,26.3,76,2,180
2015,9,4,1.8,33.2,25.7,80,2,180
2015,9,5,5.6,32.5,24.7,84,1,180
2015,9,6,0,33.1,25.7,83,1,180
2015,9,7,0,32.7,25.8,78,2,180
2015,9,8,-1,32.8,25,78,2,180
2015,9,9,0,33,27,75,2,180
2015,9,10,0.5,32.1,25.2,80,2,180
2015,9,11,14.8,32.1,25.6,85,1,180
2015,9,12,0,34.2,26,78,2,180
2015,9,13,7.4,32.9,24.8,83,2,180
2015,9,14,22.4,31,24,90,1,40
2015,9,15,0.4,31.7,25,85,1,180
2015,9,16,-1,32,24,84,1,360
2015,9,17,-1,33.8,26.3,77,1,180
2015,9,18,-1,33.9,25.8,79,2,180
2015,9,19,-1,32.4,25,84,1,360
2015,9,20,16,34.3,24.3,82,2,180
2015,9,21,-1,33.4,25,82,2,180
2015,9,22,-1,32,25.8,82,2,160
2015,9,23,0,33.8,25,77,1,180
2015,9,24,2.8,32.8,25.8,84,1,40
2015,9,25,-1,32,26,73,1,40
2015,9,26,0,33,24.7,74,1,180
2015,9,27,-1,32.4,26.7,81,2,180
2015,9,28,0.2,32.6,25.7,77,2,180
2015,9,29,0.2,33,24.8,81,1,180
2015,9,30,3.2,31.4,23.4,83,1,180
2015,10,1,2.2,33,24.8,82,2,180
2015,10,2,0,33,25,80,2,180
2015,10,3,-1,33.4,24.8,79,1,180
2015,10,4,56.2,32.4,24.2,85,1,360
2015,10,5,0,33.4,24.8,81,2,180
2015,10,6,1.2,34.1,24.7,79,1,180
2015,10,7,13.8,33.7,24,83,2,200
2015,10,8,38.4,32.8,23.4,83,2,180
2015,10,9,39.1,33,24.8,84,2,180
2015,10,10,0,32.3,25.8,84,2,180
2015,10,11,40.6,32.6,24,83,1,180
2015,10,12,28.8,33.5,24.4,82,2,160
2015,10,13,24,33,23.8,82,1,180
2015,10,14,0.6,33.2,25.4,79,1,70
2015,10,15,11.9,33.1,24.2,86,1,180
2015,10,16,16.9,31.2,24.7,91,1,180
2015,10,17,-1,32.7,28,77,3,180
2015,10,18,0,32,26.9,79,2,180
2015,10,19,0,32.5,25.8,82,2,180
2015,10,20,0,31.6,27.2,78,3,180
2015,10,21,0,32.6,26.1,80,3,180
2015,10,22,0,31.9,26,81,2,180
2015,10,23,0,31.1,25.4,81,2,180
2015,10,24,-1,33,24,82,1,180
2015,10,25,-1,32.5,25.1,80,2,20
2015,10,26,0,33.8,24,73,2,70
2015,10,27,-1,34.1,25.7,75,2,40
2015,10,28,1,32.7,25,80,2,360
2015,10,29,0.5,31.7,24.2,83,2,360
2015,10,30,0,34,26,77,3,360
2015,10,31,-1,33.2,25.6,78,2,360
2015,11,1,1.1,33.3,25.3,80,2,20
2015,11,2,0.6,32.2,25.2,82,1,360
2015,11,3,0.2,32.8,24.8,82,2,360
2015,11,4,0,33,25.2,80,2,20
2015,11,5,4.2,33.2,24.8,81,1,20
2015,11,6,1.2,30.4,24.8,87,2,20
2015,11,7,20,33.1,24.7,84,1,360
2015,11,8,0.2,31.7,25.2,85,2,40
2015,11,9,11,33.3,24.9,82,2,360
2015,11,10,37.6,32.6,24.2,89,1,360
2015,11,11,0,33,24.8,81,2,40
2015,11,12,-1,32.7,25.3,81,2,360
2015,11,13,3,31.8,24.7,84,2,360
2015,11,14,-1,32.6,25,80,1,360
2015,11,15,0,33.7,25.4,76,2,360
2015,11,16,0,34.5,25.1,76,2,20
2015,11,17,-1,32.8,25.2,80,2,360
2015,11,18,8.2,32,24.8,83,2,360
2015,11,19,1.2,32.8,24.4,80,2,360
2015,11,20,-1,33,24.1,78,2,360
2015,11,21,0.8,34,25.6,77,2,360
2015,11,22,0,29.7,24,84,2,360
2015,11,23,0.4,34,26,78,2,20
2015,11,24,0,33.2,27,80,2,180
2015,11,25,3.2,33.8,24.2,82,2,180
2015,11,26,0,33.5,25.2,77,2,360
2015,11,27,0.2,33.1,25.4,75,2,360
2015,11,28,-1,33.3,25.2,78,2,360
2015,11,29,0,33.1,25.6,77,2,360
2015,11,30,0.2,32.3,25.1,81,2,360
2015,12,1,0,33.6,25.4,79,3,360
2015,12,2,0.2,33.1,25.2,79,2,40
2015,12,3,0,33.4,23.7,74,3,360
2015,12,4,0,33.2,25,72,2,360
2015,12,5,-1,33,25.5,80,1,360
2015,12,6,0,34,25.9,78,2,360
2015,12,7,14.8,34,26,79,2,360
2015,12,8,-1,33,25.4,78,2,360
2015,12,9,0,32.8,25.3,77,2,360
2015,12,10,0,33.1,25,79,1,20
2015,12,11,0,34.2,25.4,73,2,360
2015,12,12,0,34.2,25.8,72,2,360
2015,12,13,0.2,33.8,25.8,76,2,40
2015,12,14,0,33.7,26.2,80,2,180
2015,12,15,0,33.5,25.4,77,2,180
2015,12,16,7.8,33.8,25,79,2,180
2015,12,17,0,33.7,25.2,79,2,40
2015,12,18,25.2,33,24.8,83,2,20
2015,12,19,3.1,25.8,22.7,93,2,360
2015,12,20,-1,33,24.1,76,3,360
2015,12,21,0,33.5,24.2,76,3,20
2015,12,22,0,34,24.2,73,3,360
2015,12,23,0,32.7,25,76,2,360
2015,12,24,0,33.3,25.8,75,2,20
2015,12,25,0,34,24,73,2,360
2015,12,26,0,33.2,24,71,2,360
2015,12,27,0.6,31.4,24.3,82,2,360
2015,12,28,5.2,31,23.7,85,3,360
2015,12,29,0,33.6,24,74,3,360
2015,12,30,0.2,32,26,76,3,40
2015,12,31,6,33.7,25.3,77,1,20
2016,1,1,0.7,33,25.4,76,2,360
2016,1,2,-1,30.3,24.5,80,2,360
2016,1,3,0.2,32.8,25.3,77,3,360
2016,1,4,0,33.6,23.6,73,2,360
2016,1,5,0,33.2,24,74,2,360
2016,1,6,0,33.8,24.8,76,2,360
2016,1,7,0,34,24.8,75,3,360
2016,1,8,0,33.4,26,70,2,360
2016,1,9,7.6,29.8,25.1,88,2,360
2016,1,10,0,33.5,25.9,83,2,180
2016,1,11,0,33.8,25,79,2,40
2016,1,12,0,34,25.8,76,2,40
2016,1,13,0,32.6,22.7,79,2,40
2016,1,14,0,33.2,23,71,2,360
2016,1,15,0,33,24.8,71,3,360
2016,1,16,0,33.8,22.4,67,2,360
2016,1,17,0,33.4,25.2,69,2,40
2016,1,18,-1,34,25.6,74,3,360
2016,1,19,-1,31.2,25.4,79,3,360
2016,1,20,-1,33.1,24.9,73,4,360
2016,1,21,0,33.9,24.4,69,2,360
2016,1,22,0,35,25.1,68,2,360
2016,1,23,3.3,33.3,24.3,73,2,360
2016,1,24,0,34,23.3,72,3,360
2016,1,25,-1,33.9,24,67,3,360
2016,1,26,2,33,25,76,3,360
2016,1,27,-1,33.7,23,74,2,20
2016,1,28,0,35,23.2,66,2,360
2016,1,29,0,34.3,24.5,69,3,360
2016,1,30,0.4,33,24,73,2,360
2016,1,31,-1,34,24,74,2,360
2016,2,1,0,33.9,25.8,75,3,360
2016,2,2,0,32.6,25.2,78,2,180
2016,2,3,5,35,25.8,76,3,360
2016,2,4,0,34.1,25,72,2,360
2016,2,5,0,33.9,23.7,76,2,360
2016,2,6,4.4,33.3,25.9,76,2,180
2016,2,7,-1,33.1,23.9,75,2,360
2016,2,8,0,33.9,24.2,69,4,360
2016,2,9,-1,35,25.7,69,3,360
2016,2,10,-1,31.3,24.8,78,3,360
2016,2,11,4,31.9,24.7,82,2,360
2016,2,12,0.2,33,25,74,3,360
2016,2,13,3.7,32.6,25.4,80,2,360
2016,2,14,4.4,29.7,22.6,86,1,360
2016,2,15,0,34,25,77,3,360
2016,2,16,0,32.2,25,74,3,360
2016,2,17,0,33.8,23.8,71,3,360
2016,2,18,0,34.2,23,66,3,360
2016,2,19,0,31.8,24,70,3,360
2016,2,20,1,31.2,24.2,77,2,360
2016,2,21,0,33,23.3,66,3,360
2016,2,22,0.8,32,24.6,78,3,360
2016,2,23,-1,34,24.6,71,3,360
2016,2,24,0,34.1,25,69,4,360
2016,2,25,0,34,24.8,72,3,360
2016,2,26,40.3,33.4,24.6,77,2,360
2016,2,27,-1,30.7,25.5,80,3,360
2016,2,28,-1,33.7,25.1,74,3,360
2016,2,29,0,34.4,24.6,69,3,360
2016,3,1,0,34.8,25,68,3,360
2016,3,2,0,35,25.2,72,2,360
2016,3,3,0,35.2,26.6,71,2,180
2016,3,4,-1,32.1,26,83,2,180
2016,3,5,30.2,35,25.6,74,2,220
2016,3,6,0,33.4,23.1,74,2,360
2016,3,7,0,33.3,24.8,73,2,360
2016,3,8,0,34.8,25.6,72,3,40
2016,3,9,-1,33,23.2,76,2,360
2016,3,10,0,34.8,25.4,67,2,360
2016,3,11,9.4,32.8,24.8,80,2,360
2016,3,12,0.2,31.5,25.3,82,2,360
2016,3,13,0,34.6,23.8,65,3,40
2016,3,14,0,34.6,25.1,68,3,40
2016,3,15,0,34.8,25.4,68,3,360
2016,3,16,0,35,26,70,3,360
2016,3,17,0,35.1,23.5,61,4,360
2016,3,18,0,35,26.2,68,3,360
2016,3,19,0,34.9,25,69,2,360
2016,3,20,0,34.7,24.3,70,2,360
2016,3,21,0,33.5,25,68,3,360
2016,3,22,0,34.8,24.4,67,3,360
2016,3,23,0,33.6,24.5,68,2,180
2016,3,24,0,35.2,25.6,68,2,360
2016,3,25,-1,35.1,26.6,70,3,360
2016,3,26,0,35.1,26.1,70,2,40
2016,3,27,0,36.4,26.1,68,2,360
2016,3,28,0,36,26.4,64,3,40
2016,3,29,0,34.2,26,69,4,360
2016,3,30,0,36.2,25.4,63,3,360
2016,3,31,0,35.2,26.4,67,3,360
2016,4,1,0,35.8,25.6,66,3,40
2016,4,2,0,35.9,25,62,3,20
2016,4,3,0,35.1,25.6,66,3,360
2016,4,4,-1,34.8,25.4,70,3,40
2016,4,5,-1,34.5,26,75,2,40
2016,4,6,0,36.8,25,65,3,360
2016,4,7,0,35,26,68,2,40
2016,4,8,-1,33,26,76,2,360
2016,4,9,0.8,35,25.7,70,2,360
2016,4,10,0,35.7,26.1,72,2,360
2016,4,11,0.4,35.3,26.2,77,2,360
2016,4,12,0,35.8,27,70,2,40
2016,4,13,0,35.2,27,76,3,180
2016,4,14,0,35.9,26.8,73,2,220
2016,4,15,0,36.8,25.8,69,2,360
2016,4,16,0,36.8,25.7,64,2,360
2016,4,17,-1,35.3,25.1,68,2,360
2016,4,18,0,36.1,25.7,60,3,360
2016,4,19,0.6,34.3,24.8,68,3,360
2016,4,20,10.8,32.2,26.2,83,2,360
2016,4,21,0.6,35.2,26.2,74,2,360
2016,4,22,0,35.6,26.6,71,2,360
2016,4,23,0,35.7,26.2,71,2,360
2016,4,24,0,35.7,26.6,70,2,360
2016,4,25,0,35.1,26.1,72,3,360
2016,4,26,0,36.9,27.4,68,2,360
